gene	pLI	LOEUF
SFTPA2	5.3317e-08	1.458
SFTPB	4.5919e-07	0.846
SFTPC	0.0031214	1.0
SFTPD	0.020521	0.78
SFXN1	2.6288e-09	1.056
SFXN2	5.2595e-10	1.101
SFXN4	4.7692e-09	1.139
SFXN5	2.4668e-13	1.148
SGCA	9.5209e-12	1.273
SGCB	6.751e-06	1.286
SGCD	0.054132	0.88
SGCE	0.32039	0.628
SGCG	6.6559e-07	1.211
SGCZ	1.4098e-12	1.332
SGF29	0.67382	0.582
SGIP1	0.99991	0.431
SGK1	0.0020564	0.716
SGK2	3.153e-08	1.001
SGK3	2.4199e-10	0.868
SGMS1	0.99874	0.439
SGMS2	0.19322	0.624
SGO1	2.0472e-09	1.036
SGO2	2.3126e-11	0.817
SGPL1	0.0024786	0.71
SGPP1	2.9648e-05	1.132
SGPP2	4.915e-10	1.231
SGSH	1.0282e-16	1.26
SGSM1	3.5315e-11	0.673
SGSM2	1.238e-20	0.851
SGSM3	4.5618e-32	1.175
SGTA	0.0029312	0.747
SGTB	0.87233	0.556
SH2B1	0.99999	0.374
SH2B2	8.7218e-18	1.771
SH2B3	5.0447e-15	1.35
SH2D1B	0.00065213	1.182
SH2D2A	1.236e-07	1.072
SH2D3A	4.7053e-17	1.288
SH2D3C	0.90735	0.52
SH2D4A	2.5573e-19	1.26
SH2D4B	8.2294e-13	1.022
SH2D5	1.1525e-15	1.265
SH2D6	4.3166e-11	1.455
SH2D7	9.6388e-10	1.071
SH3BGR	3.3919e-07	1.808
SH3BGRL2	3.039e-07	1.905
SH3BGRL3	0.0090593	1.214
SH3BP1	4.1392e-10	0.903
SH3BP2	5.0141e-10	0.958
SH3BP4	0.0004536	0.658
SH3BP5	1.8829e-05	0.85
SH3BP5L	0.15894	0.631
SH3D19	0.0008085	0.629
SH3D21	2.2105e-28	1.221
SH3GL1	0.11444	0.618
SH3GL2	0.0001022	0.937
SH3GL3	0.033115	1.434
SH3GLB1	0.49074	0.655
SH3GLB2	0.00016435	0.786
SH3PXD2A	1.0	0.376
SH3PXD2B	5.9917e-05	0.655
SH3RF1	0.035613	0.594
SH3RF2	1.6848e-09	0.897
SH3RF3	0.00085651	0.694
SH3TC1	8.084200000000001e-54	1.423
SH3TC2	1.6409e-18	0.8
SH3YL1	1.2117e-08	1.284
SHANK1	1.0	0.383
SHANK2	0.99999	0.417
SHARPIN	1.0382e-05	0.902
SHB	0.0035511	0.74
SHBG	3.3231e-11	1.096
SHC1	0.0003754	0.705
SHC2	1.1668e-24	1.484
SHC3	0.99969	0.421
SHC4	1.8197e-05	0.717
SHCBP1	4.1741e-15	1.016
SHCBP1L	1.9459e-18	1.278
SHD	6.1075e-12	1.298
SHE	0.99987	0.393
SHF	6.8301e-08	1.029
SHFL	0.36879	0.64
SHH	0.97518	0.493
SHISA2	1.0339e-05	1.329
SHISA3	1.4869e-05	1.389
SHISA4	0.00029222	0.991
SHISA5	1.5594e-06	1.14
SHISA6	0.024104	0.685
SHISA7	0.10931	0.854
SHISA8	3.217e-11	1.962
SHISA9	0.79286	0.574
SHISAL1	0.42923	0.684
SHISAL2A	2.049e-08	1.88
SHISAL2B	7.2463e-05	1.396
SHKBP1	1.5684e-20	1.034
SHLD1	0.29147	1.082
SHLD2	0.0024209	0.66
SHLD3	0.00039075	1.019
SHMT1	8.5721e-10	1.077
SHMT2	1.136e-07	0.794
SHOC1	7.1118e-14	0.892
SHOC2	1.0	0.201
SHOX2	0.084774	0.769
SHPK	1.4064000000000002e-19	1.37
SHPRH	4.8224e-10	0.595
SHQ1	4.2227e-16	1.239
SHROOM1	1.6626e-18	1.255
SHROOM3	0.99977	0.448
SHTN1	0.32514	0.619
SI	7.6861e-32	1.009
SIAE	7.7973e-10	0.943
SIAH1	0.99939	0.298
SIAH2	0.987	0.46
SIAH3	0.002	1.126
SIDT1	1.2937999999999999e-21	1.217
SIDT2	4.3344e-11	0.71
SIGIRR	4.9919e-15	1.351
SIGLEC1	1.0970000000000001e-41	1.07
SIGLEC10	9.082e-10	0.821
SIGLEC11	2.5281e-16	1.291
SIGLEC12	1.1614e-10	0.965
SIGLEC14	0.094701	0.79
SIGLEC15	1.0649e-14	1.946
SIGLEC5	1.6752e-09	1.157
SIGLEC6	1.3765e-08	0.98
SIGLEC7	2.348e-09	1.029
SIGLEC8	2.7083e-08	0.978
SIGLEC9	7.9134e-06	0.863
SIGLECL1	2.1826e-05	1.161
SIGMAR1	3.0863e-06	1.286
SIK2	0.99999	0.414
SIK3	1.0	0.268
SIKE1	0.94166	0.545
SIL1	2.4121e-11	1.023
SIM1	1.0	0.332
SIM2	0.0018214	0.667
SIMC1	2.5876e-14	0.888
SIN3A	1.0	0.14
SIN3B	1.0	0.245
SINHCAF	0.99315	0.414
SIPA1	7.6125e-14	0.936
SIPA1L1	1.0	0.226
SIPA1L2	1.0	0.412
SIPA1L3	0.00048632	0.559
SIRPA	0.99999	0.31
SIRPB1	2.0273e-08	1.189
SIRPB2	0.0004775	0.954
SIRPD	5.7834e-07	1.609
SIRPG	4.7386e-12	1.362
SIRT1	0.89959	0.527
SIRT2	2.4119e-12	1.032
SIRT3	1.1411e-07	1.173
SIRT4	2.3977e-07	1.173
SIRT5	4.7458e-05	0.948
SIRT6	4.5969e-06	1.059
SIRT7	7.8685e-10	1.081
SIT1	2.2284e-06	1.24
SIVA1	0.007498	0.972
SIX1	0.25564	0.692
SIX2	1.0297e-06	1.24
SIX3	0.99311	0.387
SIX4	0.011121	0.676
SIX5	1.3448e-05	1.08
SIX6	0.0023883	0.921
SKA1	0.11409	0.849
SKA2	0.0008041	1.576
SKA3	7.2723e-08	1.206
SKAP1	1.7955e-05	1.114
SKAP2	0.056312	1.507
SKI	6.9663e-06	0.809
SKIDA1	0.36779	0.599
SKIL	0.96095	0.525
SKIV2L	7.3063e-26	0.867
SKOR1	7.2893e-08	0.805
SKOR2	1.691e-13	1.23
SKP1	0.98017	0.324
SKP2	0.94345	0.534
SLA	0.00033643	1.033
SLA2	6.4052e-06	1.036
SLAIN1	0.99691	0.46
SLAIN2	1.482e-06	0.843
SLAMF1	0.8406	0.608
SLAMF6	0.0014631	0.757
SLAMF7	1.3215e-05	0.988
SLAMF8	5.22e-07	1.068
SLAMF9	3.779e-06	1.073
SLBP	6.8727e-05	1.286
SLC10A1	7.6148e-17	1.956
SLC10A2	5.8838e-10	1.464
SLC10A4	1.8063e-05	1.18
SLC10A5	0.29296	1.892
SLC10A6	7.7709e-08	1.201
SLC10A7	1.9084e-05	0.966
SLC11A1	2.8737e-16	1.12
SLC11A2	8.6394e-07	0.78
SLC12A1	1.4594e-17	0.971
SLC12A2	0.0039611	0.721
SLC12A3	4.878099999999999e-28	1.004
SLC12A4	5.2393000000000005e-19	0.83
SLC12A5	1.0	0.225
SLC12A6	0.01086	0.621
SLC12A7	2.4022e-28	1.026
SLC12A8	2.4625e-18	1.105
SLC12A9	3.8495e-16	1.007
SLC13A1	9.7989e-14	1.047
SLC13A2	3.1673e-09	0.86
SLC13A3	5.6958e-08	0.898
SLC13A4	0.99685	0.468
SLC13A5	0.70034	0.549
SLC14A1	2.4216e-11	1.11
SLC14A2	8.0481e-25	1.008
SLC15A1	1.5726e-19	1.117
SLC15A2	1.681e-20	1.153
SLC15A3	9.15e-13	1.19
SLC15A4	3.6039e-05	0.846
SLC15A5	7.9708e-17	1.336
SLC16A1	0.7322	0.591
SLC16A10	1.4027e-06	0.913
SLC16A11	1.4363e-10	1.782
SLC16A12	0.16019	0.623
SLC16A13	3.8125e-10	1.299
SLC16A14	0.51696	0.595
SLC16A3	1.6337e-08	1.402
SLC16A4	9.7679e-12	1.087
SLC16A5	6.0627e-09	1.125
SLC16A6	0.07518	0.695
SLC16A7	2.2786e-09	1.233
SLC16A8	6.7126e-10	1.942
SLC16A9	0.015983	0.7
SLC17A1	1.3638e-14	1.233
SLC17A2	1.7767e-08	0.943
SLC17A3	1.811e-17	1.181
SLC17A4	4.734e-07	0.811
SLC17A5	1.1116e-09	1.065
SLC17A6	0.0017186	0.668
SLC17A7	0.99999	0.375
SLC17A8	0.00043781	0.691
SLC17A9	2.6545e-16	1.146
SLC18A1	1.02e-24	1.489
SLC18A2	0.0031613	0.68
SLC18A3	6.5353e-07	1.213
SLC18B1	6.8375e-18	1.537
SLC19A1	1.1764e-15	1.585
SLC19A2	2.0312e-06	0.852
SLC19A3	1.2033e-07	0.968
SLC1A1	1.3649e-08	1.043
SLC1A2	0.83706	0.569
SLC1A3	0.30428	0.607
SLC1A4	0.0038535	0.795
SLC1A5	4.6558e-07	1.076
SLC1A6	0.71778	0.576
SLC1A7	8.3396e-11	1.121
SLC20A1	0.011114	0.634
SLC20A2	0.018553	0.644
SLC22A1	1.7705e-15	1.188
SLC22A10	3.2506e-17	1.336
SLC22A11	7.2786e-13	1.105
SLC22A12	7.281199999999999e-21	1.411
SLC22A13	1.831e-11	1.033
SLC22A14	8.9083e-16	1.157
SLC22A15	2.8872e-08	0.863
SLC22A16	3.097e-17	1.272
SLC22A18	1.1419e-11	1.362
SLC22A2	5.993e-08	1.117
SLC22A23	0.02435	0.63
SLC22A24	9.2011e-16	1.483
SLC22A25	1.3433e-12	1.173
SLC22A3	5.3732e-14	1.244
SLC22A31	9.5131e-19	1.892
SLC22A4	8.9917e-08	0.982
SLC22A5	8.4286e-10	0.963
SLC22A6	2.8393e-10	0.934
SLC22A7	1.1198e-12	0.989
SLC22A8	8.0775e-09	1.003
SLC22A9	2.0048999999999997e-21	1.461
SLC23A1	0.0017123	0.687
SLC23A2	0.0040307	0.72
SLC23A3	4.6964e-08	0.79
SLC24A1	1.5229e-08	0.77
SLC24A2	0.0004051	0.727
SLC24A3	0.99982	0.429
SLC24A4	5.3093e-10	0.862
SLC24A5	3.6963e-12	1.162
SLC25A1	2.362e-07	1.034
SLC25A10	2.4681e-10	1.18
SLC25A11	0.95535	0.527
SLC25A12	0.87613	0.525
SLC25A13	5.0062e-18	0.937
SLC25A15	1.026e-06	1.026
SLC25A16	0.00061137	1.303
SLC25A17	0.00059686	0.899
SLC25A18	4.8452e-09	1.138
SLC25A19	4.8079e-05	0.986
SLC25A2	0.00048398	1.059
SLC25A20	4.4499e-08	1.052
SLC25A21	3.4488e-11	1.548
SLC25A22	6.4871e-07	1.014
SLC25A23	5.406e-07	0.823
SLC25A24	2.3198e-10	1.106
SLC25A25	6.9748e-06	0.764
SLC25A26	0.016298	1.109
SLC25A27	9.8349e-05	1.084
SLC25A28	0.85106	0.576
SLC25A29	3.5488e-06	1.87
SLC25A3	0.94326	0.532
SLC25A30	8.9523e-07	1.078
SLC25A31	6.0878e-12	1.402
SLC25A32	5.6939e-07	1.109
SLC25A33	0.027411	0.742
SLC25A34	4.8381e-10	1.283
SLC25A35	1.8515e-11	1.332
SLC25A36	0.022171	0.919
SLC25A37	0.0011655	0.859
SLC25A38	8.6507e-08	1.053
SLC25A39	1.7643e-15	1.217
SLC25A4	0.41728	0.687
SLC25A40	5.0496e-05	1.229
SLC25A41	6.1122e-14	1.315
SLC25A42	0.00033937	0.868
SLC25A44	0.0012333	0.856
SLC25A45	5.8624e-09	1.222
SLC25A46	7.2891e-06	1.375
SLC25A47	8.3227e-14	1.442
SLC25A48	1.5819e-09	1.206
SLC25A51	0.014677	0.908
SLC25A52	0.001084	1.117
SLC26A1	3.0436e-08	1.849
SLC26A11	5.2618e-20	1.208
SLC26A2	3.7099e-11	1.091
SLC26A3	1.1356e-11	0.857
SLC26A4	2.1801e-20	1.527
SLC26A5	5.0766e-08	0.765
SLC26A6	1.238e-17	0.932
SLC26A7	2.1383e-11	1.027
SLC26A8	1.9598e-13	0.787
SLC26A9	9.7179e-06	0.644
SLC27A1	5.3966e-23	1.301
SLC27A2	1.5474e-12	1.104
SLC27A3	3.9187e-23	1.365
SLC27A4	0.00053967	0.661
SLC27A5	2.0819e-14	1.052
SLC27A6	8.8563e-18	1.389
SLC28A1	5.419e-18	1.046
SLC28A2	2.4877e-14	1.177
SLC28A3	1.8684e-16	0.928
SLC29A1	0.030873	0.677
SLC29A2	2.2201e-10	1.015
SLC29A3	0.00011015	0.933
SLC29A4	2.1802e-12	1.186
SLC2A1	1.0	0.139
SLC2A10	4.779e-08	1.087
SLC2A11	2.4369e-14	1.149
SLC2A12	3.1107e-06	0.836
SLC2A13	2.1217e-05	0.735
SLC2A14	0.99905	0.425
SLC2A2	5.1541e-06	0.858
SLC2A3	0.069323	0.65
SLC2A4	8.0617e-06	0.773
SLC2A4RG	8.1402e-06	0.979
SLC2A5	1.7411e-20	1.451
SLC2A6	4.9492e-14	1.325
SLC2A7	1.1731e-18	1.326
SLC2A8	3.0539e-22	1.586
SLC2A9	3.6878e-10	1.022
SLC30A1	0.99831	0.409
SLC30A10	0.011378	0.99
SLC30A2	0.023869	0.699
SLC30A3	0.00049267	0.823
SLC30A4	0.65533	0.679
SLC30A5	0.017163	0.673
SLC30A6	8.4278e-07	1.0
SLC30A7	5.1458e-07	1.116
SLC30A8	1.2615e-05	0.921
SLC30A9	0.83592	0.587
SLC31A1	0.89314	0.586
SLC31A2	1.0641e-06	1.654
SLC32A1	0.99954	0.396
SLC33A1	0.91612	0.555
SLC34A1	3.0772e-21	1.288
SLC34A2	5.154e-11	1.019
SLC34A3	1.5210000000000001e-27	1.77
SLC35A1	0.073907	0.682
SLC35A3	0.004264	1.114
SLC35A4	0.1329	0.794
SLC35A5	1.9182e-05	0.965
SLC35B1	3.7366e-05	0.927
SLC35B2	0.012373	0.709
SLC35B3	0.00022821	1.138
SLC35B4	0.00053764	0.873
SLC35C1	0.58493	0.664
SLC35C2	4.1267e-07	0.97
SLC35D1	4.2354e-06	0.981
SLC35D2	7.1051e-05	1.936
SLC35D3	3.8995e-09	1.545
SLC35E1	0.14503	0.679
SLC35E2B	1.0668e-05	1.161
SLC35E3	7.8441e-07	1.266
SLC35E4	4.4903e-06	1.334
SLC35F1	0.99424	0.475
SLC35F2	0.00013676	0.887
SLC35F3	0.0025632	0.697
SLC35F4	0.00010041	0.805
SLC35F5	7.682e-10	1.159
SLC35F6	7.358e-09	1.262
SLC35G1	0.008125	1.03
SLC35G2	1.3672e-05	1.029
SLC35G3	0.026687	0.901
SLC35G4	0.00027235	1.31
SLC35G5	0.00012081	1.213
SLC35G6	1.4056e-06	1.376
SLC36A1	0.00069058	0.737
SLC36A2	6.6887e-11	1.097
SLC36A3	5.6597e-09	1.02
SLC36A4	3.1831e-09	1.474
SLC37A1	6.2661e-10	0.817
SLC37A2	8.8476e-17	1.009
SLC37A3	1.4909e-14	1.019
SLC38A1	0.9677	0.518
SLC38A10	1.3501e-11	0.841
SLC38A11	1.3991e-12	1.573
SLC38A2	1.0	0.308
SLC38A3	0.99947	0.433
SLC38A4	0.96473	0.509
SLC38A6	5.2176e-15	1.553
SLC38A7	6.1062e-06	0.813
SLC38A8	2.0536e-29	1.676
SLC38A9	1.6869e-07	1.016
SLC39A1	1.2934e-05	1.214
SLC39A10	1.0	0.328
SLC39A11	1.7045e-10	1.247
SLC39A12	2.0614e-18	1.11
SLC39A13	0.065931	0.662
SLC39A14	0.37345	0.592
SLC39A2	3.14e-05	1.399
SLC39A3	0.30161	1.069
SLC39A4	7.5913e-18	1.262
SLC39A5	7.4697e-13	1.104
SLC39A6	2.1596e-09	0.976
SLC39A7	2.6654e-05	0.836
SLC39A8	0.62115	0.602
SLC39A9	0.08798	0.742
SLC3A1	1.7181e-33	1.531
SLC3A2	8.1344e-08	0.907
SLC40A1	0.999	0.445
SLC41A1	0.37118	0.587
SLC41A2	0.0041707	0.719
SLC41A3	1.087e-14	1.21
SLC43A1	0.00037722	0.686
SLC43A2	1.3155e-08	0.852
SLC43A3	2.8757e-06	0.804
SLC44A1	0.99889	0.437
SLC44A2	1.8268e-12	0.785
SLC44A3	4.9599e-23	1.176
SLC44A4	3.3897000000000004e-19	0.904
SLC44A5	1.4031e-06	0.865
SLC45A1	0.00056167	0.695
SLC45A2	1.8671e-10	1.022
SLC45A3	0.016935	0.728
SLC45A4	0.00018565	0.684
SLC46A1	0.0010626	0.865
SLC46A2	3.3336e-07	1.015
SLC46A3	1.7565e-06	0.903
SLC47A1	4.9539e-17	1.105
SLC47A2	2.9739e-14	0.979
SLC48A1	0.087852	1.022
SLC49A3	1.4229e-19	1.444
SLC49A4	7.6301e-07	0.94
SLC4A1	0.99999	0.407
SLC4A10	1.0	0.403
SLC4A11	9.2641e-19	0.897
SLC4A2	0.99999	0.42
SLC4A3	0.008453	0.558
SLC4A4	1.0	0.329
SLC4A7	0.60532	0.558
SLC4A8	0.99846	0.462
SLC4A9	6.4074e-34	1.203
SLC50A1	1.9511e-06	1.071
SLC51A	6.5749e-06	0.924
SLC51B	0.00783	1.641
SLC52A1	4.0354e-06	1.121
SLC52A2	0.00025725	0.955
SLC52A3	2.5009e-06	1.012
SLC5A1	1.3307e-05	0.705
SLC5A10	2.1077e-15	0.997
SLC5A12	4.8816e-06	0.774
SLC5A2	1.0666e-23	1.21
SLC5A3	0.99994	0.373
SLC5A4	5.4257e-07	0.957
SLC5A5	1.3394e-14	1.002
SLC5A6	0.01529	0.609
SLC5A7	0.99738	0.462
SLC5A8	5.5648e-13	0.99
SLC5A9	3.6183e-15	0.982
SLC66A1	4.7046e-06	0.975
SLC66A2	7.2762e-09	1.262
SLC66A3	3.7458e-06	1.601
SLC6A1	1.0	0.153
SLC6A11	0.84629	0.533
SLC6A12	8.3552e-10	0.865
SLC6A13	2.1453e-19	1.149
SLC6A15	0.16179	0.596
SLC6A16	3.6806e-14	0.938
SLC6A17	0.99899	0.451
SLC6A18	1.3436e-17	1.143
SLC6A19	1.6171e-23	1.201
SLC6A2	0.90046	0.519
SLC6A20	1.2456e-27	1.319
SLC6A3	0.99999	0.393
SLC6A4	0.99986	0.421
SLC6A5	6.4274e-09	0.757
SLC6A6	0.99994	0.399
SLC6A7	5.5409e-16	1.015
SLC6A9	0.50591	0.544
SLC7A1	0.99999	0.353
SLC7A10	1.3259e-05	0.773
SLC7A11	0.0015508	0.843
SLC7A13	4.895e-11	1.273
SLC7A14	3.4511e-07	0.778
SLC7A2	1.9433e-14	1.13
SLC7A4	3.6279e-09	1.075
SLC7A5	0.29194	0.609
SLC7A6	0.00026683	0.753
SLC7A6OS	1.2188e-05	0.956
SLC7A7	1.3733e-10	1.007
SLC7A8	1.5009e-06	0.793
SLC7A9	4.0655e-09	0.907
SLC8A2	1.0	0.333
SLC8A3	8.5972e-07	0.794
SLC8B1	7.4066e-15	1.0
SLC9A1	0.99576	0.473
SLC9A2	2.3591e-05	0.77
SLC9A3	0.025833	0.6
SLC9A3R1	1.5764e-08	1.33
SLC9A3R2	3.0667e-13	1.542
SLC9A4	4.9145e-17	1.063
SLC9A5	3.8344e-09	0.725
SLC9A8	2.6103e-08	1.01
SLC9A9	6.506e-16	1.011
SLC9B1	0.010418	1.0
SLC9B2	2.7968e-09	0.992
SLC9C1	2.2659e-15	0.824
SLC9C2	4.6638e-08	0.706
SLCO1A2	1.0038e-08	1.239
SLCO1B1	9.9771e-18	1.425
SLCO1B3	1.7083e-08	1.151
SLCO1C1	7.6069e-22	1.151
SLCO2A1	1.5976e-17	1.036
SLCO2B1	1.6767e-07	0.772
SLCO3A1	0.023554	0.638
SLCO4A1	1.0063e-15	1.059
SLCO4C1	1.1228e-12	1.011
SLCO5A1	3.4106e-10	0.831
SLCO6A1	1.9361e-13	1.128
SLF1	5.7661e-23	1.019
SLF2	4.7302e-06	0.672
SLFN11	7.7347e-10	1.049
SLFN12	5.7839e-08	1.224
SLFN12L	1.7102e-10	1.298
SLFN13	2.9474e-13	1.084
SLFN14	8.5512e-13	1.021
SLFN5	4.2529e-08	0.888
SLFNL1	5.4183e-10	1.225
SLIRP	0.0001388	1.423
SLIT1	0.99999	0.431
SLIT2	1.0	0.226
SLIT3	0.97145	0.476
SLITRK1	0.99995	0.37
SLITRK3	1.0	0.364
SLITRK5	0.60505	0.554
SLITRK6	2.7526e-07	0.812
SLK	3.7623e-06	0.613
SLMAP	0.85993	0.531
SLN	0.44575	1.634
SLPI	7.3221e-09	1.793
SLTM	0.99983	0.443
SLU7	2.3595e-06	0.78
SLURP1	0.22368	1.031
SLURP2	0.17684	1.1
SLX1A	0.63988	1.06
SLX4	5.1228e-29	0.896
SLX4IP	1.4573e-10	1.129
SLX9	2.2165e-08	1.458
SMAD1	0.99999	0.281
SMAD2	1.0	0.249
SMAD3	0.99998	0.373
SMAD4	1.0	0.227
SMAD5	0.99999	0.174
SMAD6	8.1308e-55	1.996
SMAD7	0.99661	0.439
SMAD9	1.5457e-09	1.018
SMAGP	0.0068956	1.447
SMAP1	0.98702	0.491
SMAP2	0.99287	0.479
SMARCA2	1.0	0.317
SMARCA4	1.0	0.226
SMARCA5	1.0	0.222
SMARCAD1	1.0	0.257
SMARCAL1	5.0365e-12	0.795
SMARCB1	1.0	0.221
SMARCC1	1.0	0.369
SMARCC2	1.0	0.167
SMARCD1	1.0	0.339
SMARCD2	2.6057e-07	0.762
SMARCD3	0.99998	0.372
SMARCE1	0.99994	0.318
SMC1B	0.071311	0.533
SMC2	0.99999	0.408
SMC3	1.0	0.132
SMC4	9.2029e-14	0.775
SMC5	1.7399e-10	0.716
SMC6	7.7425e-09	0.707
SMCHD1	1.0	0.342
SMCO1	0.0023067	1.523
SMCO3	0.13489	0.946
SMCO4	0.012906	1.901
SMCP	0.29275	1.892
SMCR8	0.00040448	0.684
SMDT1	0.0052465	1.749
SMG1	1.0	0.1
SMG5	0.059163	0.528
SMG6	0.00046249	0.555
SMG7	1.0	0.371
SMG8	8.6251e-08	0.726
SMG9	5.4857e-15	1.05
SMIM1	0.0040235	1.594
SMIM10L1	0.00091775	1.952
SMIM12	0.024329	1.538
SMIM13	0.080123	1.37
SMIM14	0.077915	1.671
SMIM15	0.03039	1.463
SMIM17	0.13157	1.046
SMIM18	0.066257	1.443
SMIM19	0.24166	0.851
SMIM2	0.016116	1.425
SMIM20	0.45768	0.908
SMIM21	0.0033242	1.646
SMIM22	7.4455e-10	1.977
SMIM23	0.0018791	1.24
SMIM24	0.027275	1.279
SMIM27	0.046856	1.942
SMIM29	0.50294	0.809
SMIM3	0.0073447	1.945
SMIM4	0.047749	1.571
SMIM5	0.0059795	1.716
SMIM6	0.14613	1.907
SMIM7	0.00018849	1.37
SMIM8	0.0010633	1.714
SMKR1	0.014612	1.702
SMLR1	0.16854	1.115
SMN1	0.61792	1.121
SMNDC1	0.99757	0.372
SMO	5.4431e-06	0.706
SMOC1	0.17366	0.6
SMOC2	3.0705e-07	0.824
SMOX	0.064814	0.652
SMPD1	7.3388e-14	1.057
SMPD2	2.116e-10	1.046
SMPD3	0.21266	0.6
SMPD4	3.7277e-11	0.769
SMPDL3A	9.9086e-10	1.29
SMPDL3B	3.5095e-08	1.029
SMR3A	0.43574	1.659
SMR3B	0.62779	1.093
SMTN	9.4973e-11	0.738
SMTNL1	8.3941e-13	1.129
SMTNL2	3.8751e-17	1.498
SMU1	1.0	0.099
SMUG1	0.016921	0.819
SMURF1	0.00047239	0.604
SMURF2	0.577	0.547
SMYD1	9.0981e-16	1.156
SMYD2	4.8684e-14	1.097
SMYD3	3.3877e-07	0.898
SMYD4	4.8405e-21	1.145
SMYD5	1.9217e-06	0.834
SNAI1	0.0019219	0.896
SNAI2	0.99965	0.283
SNAI3	2.9197e-08	1.751
SNAP23	0.24017	0.805
SNAP25	0.99953	0.29
SNAP29	0.056356	0.833
SNAP47	0.00046111	0.826
SNAP91	0.9997	0.417
SNAPC1	0.0002276	1.926
SNAPC2	8.9744e-13	1.774
SNAPC3	9.017e-10	1.881
SNAPC4	1.6392e-33	0.995
SNAPC5	0.0094371	1.812
SNAPIN	1.2435e-05	1.549
SNCA	0.79673	0.691
SNCAIP	0.00052694	0.636
SNCB	0.486	0.689
SNCG	9.4276e-05	1.354
SND1	1.0	0.386
SNED1	3.4646e-10	0.666
SNF8	0.00076679	0.853
SNIP1	4.0072e-05	0.865
SNN	0.012145	1.753
SNPH	0.98419	0.496
SNRK	1.0	0.191
SNRNP200	1.0	0.312
SNRNP25	3.739e-07	1.263
SNRNP27	0.00016304	1.732
SNRNP35	0.00037921	0.971
SNRNP40	0.83202	0.581
SNRNP48	5.2847e-08	1.371
SNRNP70	0.99999	0.33
SNRPA	0.3285	0.711
SNRPA1	0.8824	0.606
SNRPB	0.99857	0.324
SNRPB2	0.17418	0.984
SNRPC	0.35469	0.904
SNRPD1	0.5851	1.218
SNRPD2	0.98301	0.396
SNRPD3	0.99892	0.198
SNRPE	0.68047	0.954
SNRPF	0.4903	1.174
SNRPG	0.53236	1.381
SNRPN	0.97559	0.503
SNTA1	1.3438e-08	0.981
SNTB1	3.155e-09	0.987
SNTB2	1.37e-09	1.055
SNTG1	0.031212	0.638
SNTG2	8.6822e-24	1.256
SNTN	0.00021462	1.349
SNU13	0.96168	0.493
SNUPN	0.023554	0.798
SNW1	1.0	0.216
SNX1	0.010707	0.667
SNX10	8.2933e-05	1.518
SNX11	0.00076256	0.884
SNX13	0.9618	0.505
SNX14	4.2755e-12	0.853
SNX15	3.3983e-09	1.117
SNX16	6.5224e-09	1.407
SNX17	2.0949e-05	0.705
SNX18	2.6608e-10	1.1
SNX19	1.7382e-14	0.883
SNX2	0.95905	0.521
SNX20	3.8885e-09	1.455
SNX21	1.6532e-15	1.7
SNX22	3.4261e-09	1.558
SNX24	0.0096572	1.807
SNX25	1.3801e-07	0.671
SNX27	0.93423	0.52
SNX29	1.7174e-20	0.947
SNX3	0.93341	0.517
SNX30	0.015949	0.7
SNX31	4.2943e-13	1.097
SNX32	5.0597e-20	1.232
SNX33	0.0068598	0.731
SNX4	5.8295e-08	1.076
SNX5	1.7121e-06	0.996
SNX6	0.011928	0.811
SNX7	3.409e-06	0.993
SNX8	0.0033897	0.742
SNX9	3.0706e-05	0.673
SOAT1	7.968e-08	0.988
SOAT2	1.9195e-34	1.403
SOBP	1.0	0.191
SOCS1	0.12165	1.473
SOCS2	0.024986	0.907
SOCS3	0.19047	0.965
SOCS4	0.00055732	0.817
SOCS5	1.381e-08	0.98
SOCS6	0.99993	0.319
SOCS7	0.97242	0.508
SOD1	0.011977	1.514
SOD2	0.0324	0.841
SOD3	1.9931e-05	1.947
SOGA1	1.7286e-07	0.625
SOHLH1	7.9286e-06	0.981
SOHLH2	0.2478	0.595
SON	1.0	0.051
SORBS1	1.2689e-09	0.69
SORBS3	2.2311e-16	0.874
SORCS1	0.48239	0.506
SORCS2	1.3638e-27	0.977
SORCS3	0.54413	0.515
SORD	0.011614	0.929
SORL1	7.384e-08	0.545
SORT1	0.83052	0.553
SOS1	1.0	0.288
SOS2	0.99989	0.415
SOST	7.5286e-06	1.634
SOSTDC1	0.20087	0.828
SOWAHA	2.9345e-07	1.704
SOWAHB	1.8719e-06	1.342
SOWAHC	0.00017991	1.378
SOX1	0.041257	1.95
SOX10	0.99999	0.248
SOX11	0.08649	1.148
SOX12	0.079935	0.89
SOX13	0.017046	0.631
SOX14	0.60931	0.72
SOX15	2.3632e-05	1.444
SOX17	0.86139	0.614
SOX18	0.21823	1.483
SOX2	0.99931	0.302
SOX21	0.031701	1.716
SOX30	0.98586	0.493
SOX4	0.78917	0.72
SOX5	1.0	0.204
SOX6	1.0	0.165
SOX7	6.2976e-07	1.373
SOX8	0.043256	0.904
SOX9	1.0	0.154
SP1	1.0	0.169
SP100	2.1555e-09	0.813
SP110	2.8523e-07	0.826
SP140	1.3579e-07	0.745
SP140L	2.294e-17	1.127
SP2	1.0	0.314
SP3	1.0	0.225
SP4	1.0	0.339
SP5	0.0011049	1.115
SP6	0.013065	0.873
SP7	0.031855	0.808
SP8	0.0037252	1.133
